protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
Q6P1M0	0.021109	0.123787	0.090059	0.083501	0.225540	0.120349	0.088439	0.086946	0.237847	0.110692	0.129605	0.251533	0.097816	0.230356	0.234087
Q6P1M3	0.014015	0.095273	0.081355	0.098994	0.186512	0.092075	0.075193	0.097068	0.184089	0.070569	0.111352	0.194657	0.102798	0.177185	0.205605
Q6P1N0	0.023528	0.089895	0.094044	0.186421	0.369347	0.083425	0.084489	0.177778	0.369120	0.078532	0.183118	0.353696	0.177718	0.359380	0.412009
Q6P1N9	0.024248	0.070399	0.168973	0.093915	0.139851	0.066780	0.164773	0.089396	0.156160	0.152352	0.074970	0.150515	0.191443	0.274155	0.174149
Q6P1R3	0.005459	0.016451	0.016470	0.027617	0.039007	0.014605	0.018308	0.031299	0.040882	0.053714	0.029406	0.044645	0.031329	0.046643	0.054249
Q6P1R4	0.011802	0.080985	0.071083	0.094054	0.165386	0.089541	0.083876	0.095856	0.177215	0.045162	0.092758	0.138612	0.092296	0.151083	0.177756
Q6P1W5	0.071356	0.289512	0.368179	0.328081	0.435887	0.256416	0.340497	0.306049	0.408944	0.356517	0.291340	0.308139	0.410070	0.480299	0.446884
Q6P1X5	0.006617	0.043219	0.020001	0.019056	0.063795	0.045801	0.018323	0.019051	0.061179	0.038683	0.035780	0.080266	0.019137	0.056731	0.043516
Q6P1X6	0.045611	0.146711	0.142392	0.158065	0.355471	0.147174	0.149489	0.171615	0.400755	0.159156	0.190109	0.403026	0.211851	0.388341	0.394729
Q6P2C0	0.052482	0.376440	0.272927	0.456136	0.882036	0.392252	0.280939	0.467499	0.896566	0.341980	0.533556	1.055310	0.485974	0.909119	1.023990
Q6P2C8	0.003175	0.016008	0.019204	0.019189	0.047982	0.019234	0.022434	0.022416	0.051480	0.009585	0.016010	0.037629	0.019207	0.041037	0.047990
Q6P2D8	0.108930	0.251156	0.258817	0.309754	0.658601	0.298549	0.302956	0.340447	0.781787	0.201056	0.314302	0.595896	0.312486	0.659076	0.670241
Q6P2E9	0.008408	0.046500	0.045765	0.047525	0.189747	0.050164	0.045035	0.048304	0.191209	0.037854	0.065463	0.185327	0.062352	0.183632	0.195072
Q6P2H3	0.022065	0.110835	0.092246	0.152630	0.274105	0.114778	0.096278	0.157893	0.275026	0.081924	0.139990	0.272937	0.141301	0.261155	0.319799
Q6P2H8	0.026277	0.147647	0.117223	0.139106	0.471815	0.139296	0.125492	0.130558	0.468252	0.091947	0.160015	0.490134	0.172589	0.457612	0.499893
Q6P2M8	0.026960	0.077205	0.054503	0.048631	0.201778	0.070830	0.057252	0.048583	0.194021	0.051862	0.057827	0.198751	0.036203	0.179107	0.194985
Q6P2P2	0.027302	0.092248	0.087145	0.147192	0.218176	0.100698	0.090954	0.148159	0.213317	0.097095	0.171053	0.226957	0.165736	0.224760	0.265969
Q6P2Q9	0.000010	0.000010	0.000010	0.000871	0.001759	0.000010	0.000010	0.000871	0.001759	0.000010	0.000871	0.001759	0.000871	0.001759	0.002638
Q6P387	0.108588	0.434690	0.351126	0.633262	0.876851	0.422442	0.330502	0.620266	0.789989	0.295017	0.616244	0.861539	0.578045	0.801132	1.070194
Q6P3S1	0.027288	0.180420	0.081936	0.148840	0.190602	0.188745	0.092248	0.155373	0.197326	0.158154	0.201376	0.250694	0.148046	0.166564	0.243493
Q6P3S6	0.009846	0.050149	0.029740	0.047045	0.069994	0.048707	0.031162	0.045630	0.071555	0.042739	0.072284	0.087532	0.054440	0.074643	0.089214
Q6P3W7	0.008539	0.030310	0.029180	0.070450	0.103710	0.031365	0.034633	0.071289	0.105588	0.022520	0.064652	0.097115	0.075883	0.100500	0.126398
Q6P3X3	0.021861	0.114019	0.108834	0.170807	0.213171	0.111499	0.109123	0.164470	0.213462	0.120437	0.187750	0.221991	0.178660	0.210250	0.276499
Q6P444	0.048489	0.355725	0.318110	0.394278	0.639445	0.338239	0.295969	0.401237	0.648626	0.377304	0.588870	0.689614	0.513105	0.735773	0.776340
Q6P499	0.019859	0.063245	0.058108	0.106482	0.183301	0.058075	0.045403	0.096252	0.180541	0.068607	0.109732	0.213493	0.107108	0.176136	0.247836
Q6P4A8	0.063130	0.183861	0.164074	0.262869	0.431887	0.188073	0.152621	0.247140	0.430176	0.171981	0.290521	0.450386	0.229034	0.422609	0.453302
Q6P4E1	0.027564	0.121234	0.090983	0.105408	0.201653	0.120748	0.090609	0.105750	0.202330	0.102106	0.157013	0.239761	0.131362	0.215919	0.242154
Q6P4F1	0.032653	0.152751	0.132022	0.207108	0.247554	0.175251	0.135255	0.218463	0.247850	0.147364	0.247775	0.269705	0.205394	0.250912	0.312827
Q6P4F2	0.051349	0.119067	0.111165	0.182689	0.091715	0.146660	0.148077	0.204283	0.091715	0.051447	0.231203	0.091715	0.217303	0.091715	0.163766
Q6P4F7	0.060610	0.253246	0.248833	0.345786	0.582959	0.255806	0.251222	0.339814	0.576053	0.241678	0.348555	0.581875	0.346724	0.566173	0.623708
Q6P4H8	0.028197	0.219336	0.234963	0.282687	0.387072	0.243530	0.181313	0.215780	0.395494	0.226358	0.297076	0.429991	0.308277	0.415430	0.421007
Q6P4I2	0.044872	0.202100	0.233542	0.242127	0.460623	0.216836	0.260363	0.253546	0.463072	0.238954	0.273513	0.504488	0.288196	0.602350	0.527120
Q6P4R8	0.011115	0.070811	0.032389	0.057191	0.107534	0.070020	0.036214	0.059451	0.110389	0.066017	0.093897	0.134655	0.065927	0.100058	0.124234
Q6P531	0.052860	0.277343	0.388826	0.373544	0.768133	0.279377	0.349883	0.368661	0.743287	0.424393	0.382717	0.721062	0.504393	0.779422	0.803738
Q6P587	0.056703	0.070665	0.135789	0.148144	0.212199	0.107423	0.164663	0.205092	0.316614	0.134075	0.159041	0.222229	0.206158	0.273369	0.260653
Q6P589	0.005479	0.068638	0.067697	0.062125	0.130252	0.062860	0.061981	0.056412	0.136366	0.092842	0.099315	0.177279	0.080106	0.160266	0.162861
Q6P5R6	0.042652	0.177763	0.050845	0.041875	0.058999	0.173356	0.084107	0.069138	0.069295	0.164745	0.188480	0.191707	0.059854	0.077460	0.067664
Q6P5S2	0.096593	0.573851	0.462157	0.662134	0.858032	0.559438	0.459358	0.643068	0.822802	0.448561	0.659411	0.799887	0.758822	0.844287	0.930772
Q6P5S7	0.040418	0.010758	0.055159	0.000010	0.363079	0.010758	0.055159	0.000010	0.363079	0.066233	0.010758	0.382450	0.055159	0.342215	0.363079
Q6P5W5	0.064283	0.325238	0.263564	0.349823	0.695335	0.324959	0.261135	0.361957	0.707530	0.299740	0.386286	0.735914	0.390734	0.760790	0.772594
Q6P5X5	0.030580	0.184269	0.188036	0.346823	0.584629	0.458251	0.152793	0.320475	0.564512	0.178082	0.343426	0.642907	0.281171	0.540954	0.592186
Q6P5X7	0.078436	0.351587	0.402544	0.420519	0.703779	0.346477	0.410542	0.444688	0.675493	0.421775	0.533614	0.702831	0.504185	0.809353	0.803335
Q6P5Z2	0.023705	0.109166	0.112160	0.180536	0.325687	0.108820	0.111176	0.178149	0.321963	0.099656	0.190915	0.324131	0.205736	0.335816	0.364264
Q6P656	0.030820	0.239154	0.205162	0.324122	0.638879	0.236881	0.194110	0.344644	0.646235	0.201349	0.406710	0.695661	0.361141	0.617367	0.725525
Q6P6B1	0.104742	0.411064	0.213018	0.675153	1.451023	0.400871	0.237282	0.682700	1.498003	0.215062	0.746117	1.574631	0.290880	0.482598	1.669379
Q6P6B7	0.025442	0.185952	0.268790	0.202507	0.294612	0.196582	0.273493	0.202337	0.297679	0.212160	0.247887	0.343155	0.314298	0.364642	0.330178
Q6P6C2	0.000010	0.027651	0.004977	0.027575	0.080569	0.027651	0.004977	0.027575	0.080569	0.027735	0.050842	0.090815	0.032765	0.078422	0.095838
Q6P7N7	0.050094	0.223759	0.324503	0.370447	0.576283	0.201190	0.306349	0.360611	0.593784	0.333654	0.458431	0.696835	0.436822	0.695428	0.695485
Q6P988	0.025238	0.053171	0.057672	0.098173	0.126872	0.051048	0.057611	0.095405	0.117392	0.027331	0.071029	0.092323	0.086599	0.108085	0.150236
Q6P995	0.013089	0.077698	0.119287	0.107352	0.211363	0.078964	0.123219	0.111770	0.212960	0.110237	0.127026	0.200805	0.163333	0.257472	0.252358
Q6P996	0.039228	0.118754	0.103038	0.124446	0.331413	0.109503	0.098213	0.116994	0.316878	0.076599	0.121879	0.324923	0.114010	0.353642	0.328580
Q6P9A2	0.008305	0.016717	0.015012	0.014991	0.087294	0.016769	0.018419	0.021699	0.093212	0.016673	0.023437	0.095687	0.021768	0.093360	0.097783
Q6P9B6	0.049734	0.781288	0.254384	0.441128	0.869859	0.772833	0.238580	0.432656	0.864284	0.759730	1.012860	1.467314	0.485904	0.842503	0.944045
Q6P9B9	0.008126	0.034040	0.025603	0.048574	0.134606	0.034064	0.027661	0.049664	0.136977	0.028963	0.055191	0.136323	0.046544	0.129564	0.142066
Q6P9F0	0.030189	0.111290	0.179725	0.256404	0.602172	0.111193	0.176635	0.252208	0.600686	0.079730	0.143114	0.321311	0.240284	0.586768	0.642223
Q6P9F7	0.006361	0.028266	0.032205	0.067040	0.185803	0.028228	0.032162	0.065655	0.184179	0.026980	0.072449	0.182772	0.074138	0.187351	0.200909
Q6P9G0	0.013787	0.135586	0.131046	0.191671	0.344857	0.130552	0.126002	0.186357	0.336454	0.119854	0.190618	0.317406	0.199430	0.366712	0.347780
Q6P9G4	0.083032	0.759235	0.433958	0.448205	0.663652	0.730668	0.432431	0.421157	0.676149	0.952940	0.867620	0.963229	0.636881	0.757156	0.825893
Q6P9H4	0.007184	0.057300	0.061003	0.080787	0.088124	0.061021	0.063009	0.082643	0.084321	0.067347	0.096940	0.118164	0.091203	0.109991	0.112836
Q6P9H5	0.123604	0.697025	0.516657	0.539998	0.762908	0.754643	0.566572	0.591987	0.741334	0.754871	0.946664	1.123412	0.797526	0.979403	0.763469
Q6PCB5	0.015191	0.100525	0.092546	0.172784	0.165404	0.101426	0.096346	0.177903	0.171175	0.117954	0.210273	0.203365	0.197451	0.178730	0.260431
Q6PCB6	0.009351	0.021960	0.025245	0.019519	0.068257	0.015718	0.018948	0.016253	0.068546	0.018820	0.016253	0.078605	0.016096	0.071625	0.052997
Q6PCB7	0.040039	0.080324	0.078636	0.115202	0.193972	0.114691	0.114824	0.138477	0.225029	0.096298	0.128057	0.203720	0.130738	0.205363	0.216046
Q6PCB8	0.079208	0.459895	0.447249	0.465791	1.005653	0.448935	0.468953	0.490768	1.009727	0.547701	0.637185	1.221658	0.659494	0.996554	1.093829
Q6PCD5	0.043831	0.263437	0.249245	0.376591	0.539593	0.265574	0.295757	0.383084	0.714419	0.235332	0.390205	0.573128	0.387733	0.568027	0.659760
Q6PCE3	0.004896	0.038054	0.039843	0.069105	0.101561	0.034785	0.043205	0.065666	0.101539	0.044799	0.069121	0.108931	0.073966	0.099667	0.110876
Q6PD62	0.004255	0.021467	0.015435	0.021489	0.048831	0.020618	0.013704	0.021486	0.049707	0.016324	0.025039	0.042719	0.024090	0.046236	0.047937
Q6PD74	0.024913	0.093349	0.087882	0.150253	0.181601	0.089567	0.139052	0.152705	0.176806	0.086734	0.148852	0.160750	0.151011	0.169549	0.182232
Q6PEV8	0.002454	0.014802	0.009845	0.022226	0.073059	0.017289	0.012320	0.024724	0.075756	0.009843	0.022206	0.069856	0.022198	0.072762	0.082973
Q6PEW0	0.054735	0.580702	0.470415	0.553216	1.108142	0.550408	0.470082	0.543524	1.113961	0.352789	0.610785	1.018170	0.621333	1.125589	1.090655
Q6PEZ8	0.106522	0.178012	0.175319	0.255707	0.410594	0.109112	0.111959	0.218067	0.386120	0.102824	0.215544	0.444882	0.216750	0.416195	0.453881
Q6PF05	0.070561	0.251264	0.185079	0.382677	0.569729	0.252788	0.199952	0.404484	0.599687	0.225570	0.425121	0.539550	0.419864	0.621054	0.704189
Q6PF06	0.035933	0.156976	0.135563	0.244257	0.572982	0.167056	0.147509	0.254531	0.599268	0.078680	0.253653	0.587742	0.222506	0.576341	0.649605
Q6PF15	0.033835	0.108360	0.099145	0.103146	0.439352	0.120087	0.114585	0.108959	0.455267	0.124635	0.124857	0.444928	0.124618	0.438071	0.448105
Q6PGN9	0.043944	0.160538	0.173488	0.307715	0.500785	0.149586	0.170600	0.301158	0.472850	0.130092	0.326600	0.462304	0.346624	0.481201	0.603458
Q6PGP7	0.026665	0.081010	0.080109	0.167484	0.206744	0.080740	0.079895	0.162944	0.209498	0.070626	0.167823	0.209417	0.163248	0.208659	0.275235
Q6PGQ7	0.034371	0.162718	0.150847	0.323319	0.287256	0.163135	0.206736	0.328180	0.336499	0.163267	0.328813	0.317977	0.342699	0.303724	0.461619
Q6PH81	0.000010	0.018520	0.018550	0.012285	0.043300	0.018520	0.018550	0.012285	0.043300	0.024824	0.030981	0.049667	0.031031	0.062506	0.055877
Q6PHR2	0.021652	0.028101	0.241164	0.061747	0.148894	0.041366	0.254208	0.073292	0.263920	0.240901	0.061565	0.138369	0.261103	0.330581	0.153076
Q6PHW0	0.028008	0.149912	0.124356	0.150648	0.318611	0.158432	0.125130	0.146649	0.317998	0.153543	0.183303	0.338321	0.158621	0.319220	0.343781
Q6PI26	0.044141	0.216308	0.185029	0.275932	0.502809	0.211114	0.184242	0.268598	0.488552	0.200556	0.293904	0.503216	0.270832	0.484039	0.540502
Q6PI47	0.042876	0.195744	0.193201	0.199161	0.328697	0.187994	0.192413	0.192146	0.318706	0.193080	0.216078	0.363606	0.207305	0.318088	0.333175
Q6PI48	0.033591	0.146871	0.145132	0.160050	0.272739	0.144886	0.148024	0.165580	0.269628	0.129147	0.200297	0.283021	0.184316	0.286828	0.311055
Q6PI97	0.046849	0.330310	0.357669	0.374820	0.799818	0.365315	0.383651	0.379417	0.836398	0.280531	0.468847	0.806831	0.480482	0.856080	0.871229
Q6PI98	0.015225	0.056792	0.046118	0.089185	0.204575	0.057005	0.051453	0.089024	0.198168	0.051411	0.116618	0.200250	0.115795	0.185386	0.217373
Q6PID8	0.000010	0.004761	0.002378	0.036469	0.087589	0.004761	0.002378	0.036469	0.087589	0.002380	0.034079	0.090399	0.034027	0.090261	0.116535
Q6PIF2	0.036537	0.424923	0.178692	0.335162	0.670719	0.406411	0.183967	0.332854	0.689327	0.328252	0.449249	0.448492	0.319214	0.441360	0.454113
Q6PII3	0.015207	0.110675	0.095047	0.167909	0.275814	0.108359	0.094783	0.160014	0.272758	0.085645	0.187716	0.276135	0.158997	0.273666	0.315560
Q6PIJ6	0.003321	0.021907	0.026994	0.060179	0.162601	0.019395	0.024440	0.058432	0.161609	0.017571	0.059414	0.159742	0.063781	0.163137	0.187167
Q6PIL6	0.163473	0.011815	0.003930	0.003932	0.260392	0.168841	0.163473	0.163473	0.254830	0.007870	0.015779	0.260259	0.007873	0.265619	0.261104
Q6PIU1	0.000010	0.032547	0.020285	0.040844	0.107999	0.032547	0.020285	0.040844	0.107999	0.018158	0.048934	0.111330	0.044867	0.108819	0.128123
Q6PIU2	0.007393	0.073715	0.074832	0.135525	0.240364	0.076299	0.077455	0.138255	0.255240	0.077057	0.134070	0.249350	0.158794	0.272409	0.301622
Q6PIV2	0.031806	0.269876	0.180735	0.316659	0.768134	0.262090	0.176270	0.304232	0.765118	0.302148	0.484180	0.894074	0.377467	0.769996	0.835309
Q6PIV7	0.038284	0.097694	0.277405	0.128293	0.205632	0.108152	0.289504	0.120142	0.218284	0.247400	0.146478	0.226765	0.328711	0.397494	0.241131
Q6PIY5	0.031761	0.179964	0.189310	0.270480	0.409973	0.184452	0.193747	0.271178	0.416491	0.164240	0.307324	0.426558	0.302058	0.408133	0.469387
Q6PIY7	0.006255	0.046688	0.027358	0.076294	0.168510	0.051007	0.029479	0.076439	0.170902	0.027291	0.084011	0.182549	0.068891	0.164024	0.198274
Q6PJ21	0.011267	0.088523	0.102314	0.110667	0.154465	0.091681	0.096164	0.107652	0.238628	0.063243	0.104934	0.131469	0.127827	0.139937	0.160947
Q6PJ61	0.008707	0.056608	0.038911	0.094317	0.273520	0.058475	0.040607	0.094407	0.272756	0.045637	0.108644	0.287625	0.088313	0.277500	0.311291
Q6PJ69	0.056952	0.303202	0.294452	0.479703	0.782684	0.330258	0.316958	0.479132	0.781873	0.283705	0.461290	0.834347	0.507677	0.810612	0.892533
Q6PJF5	0.014429	0.083687	0.051916	0.083824	0.153577	0.086289	0.051911	0.082398	0.156514	0.058485	0.103701	0.150326	0.083726	0.133713	0.173083
Q6PJG2	0.027447	0.089526	0.073525	0.148947	0.308032	0.091197	0.080386	0.154995	0.316168	0.066207	0.152601	0.337791	0.144047	0.333314	0.363746
Q6PJG6	0.051529	0.335997	0.287165	0.328365	0.469689	0.337570	0.294329	0.320895	0.469648	0.274173	0.382432	0.523625	0.350844	0.441560	0.518037
Q6PJG9	0.001625	0.031257	0.016386	0.032937	0.088659	0.031360	0.016441	0.031271	0.088931	0.032958	0.044810	0.097658	0.043194	0.097465	0.101155
Q6PJI9	0.006150	0.026878	0.028090	0.037433	0.107434	0.028934	0.029566	0.040588	0.104893	0.024860	0.041544	0.109405	0.040818	0.108383	0.121449
Q6PJP8	0.065607	0.307712	0.310397	0.459197	0.523336	0.311337	0.317438	0.463573	0.531053	0.297086	0.444058	0.565442	0.463209	0.599065	0.717630
Q6PJT7	0.007974	0.105018	0.052787	0.103576	0.213193	0.109321	0.052778	0.107901	0.213251	0.097471	0.155078	0.257390	0.112994	0.217535	0.261080
Q6PJW8	0.047618	0.193074	0.293518	0.378527	0.482163	0.228308	0.405179	0.375833	0.596712	0.272122	0.430675	0.503019	0.476763	0.593717	0.680296
Q6PK04	0.090769	0.262250	0.426820	0.386387	0.695457	0.309795	0.436522	0.406975	0.748736	0.318945	0.328343	0.677289	0.450353	0.750383	0.729214
Q6PKC3	0.035460	0.133976	0.139746	0.193576	0.259501	0.122520	0.133983	0.186203	0.260626	0.135454	0.200916	0.264731	0.240212	0.258811	0.349117
Q6PKG0	0.052088	0.048671	0.038052	0.073595	0.192720	0.084753	0.070685	0.094885	0.198859	0.029431	0.070403	0.184710	0.065167	0.189403	0.194219
Q6PKX4	0.000010	0.018097	0.005998	0.003001	0.082656	0.018097	0.005998	0.003001	0.082656	0.012009	0.015070	0.092897	0.009012	0.082516	0.086115
Q6PL18	0.024232	0.084653	0.072247	0.139893	0.181337	0.080507	0.070133	0.144075	0.184359	0.078035	0.156620	0.179406	0.143734	0.171710	0.223988
Q6PL45	0.118621	0.362404	0.460033	0.361867	0.651208	0.351950	0.423732	0.349263	0.626236	0.287342	0.325305	0.637617	0.335462	0.585274	0.549352
Q6PML9	0.017788	0.050944	0.145884	0.111797	0.194838	0.052710	0.148188	0.109174	0.197928	0.146373	0.114916	0.196205	0.208095	0.322526	0.229455
Q6PRD1	0.077651	0.307862	0.315355	0.412949	0.652074	0.329060	0.334795	0.433523	0.667494	0.292782	0.451169	0.661978	0.444766	0.674051	0.723558
Q6PUV4	0.000010	0.000010	0.014530	0.000010	0.000010	0.000010	0.014530	0.000010	0.000010	0.014530	0.000010	0.000010	0.014530	0.014530	0.000010
Q6Q0C0	0.005913	0.020840	0.017818	0.016911	0.039058	0.014857	0.011856	0.011863	0.037501	0.013382	0.013525	0.036101	0.010166	0.037643	0.027136
Q6Q0C1	0.058474	0.181952	0.128034	0.129090	0.279500	0.196879	0.114689	0.113126	0.281124	0.200821	0.229664	0.369022	0.156019	0.284367	0.291280
Q6Q6R5	0.129324	0.194230	0.226782	0.238019	0.374376	0.082580	0.113946	0.137037	0.255457	0.113831	0.142540	0.279710	0.177405	0.326040	0.294556
Q6Q759	0.052570	0.229324	0.217735	0.303649	0.530674	0.230381	0.226603	0.306655	0.537824	0.202398	0.326937	0.518238	0.324277	0.537749	0.551822
Q6QAJ8	0.076762	0.254002	0.364243	0.240834	0.486020	0.240015	0.372820	0.265465	0.498338	0.423027	0.291934	0.501806	0.442209	0.798527	0.588570
Q6QEF8	0.010589	0.056993	0.019109	0.034146	0.100606	0.059300	0.025552	0.038602	0.103287	0.059128	0.072951	0.071802	0.038437	0.105272	0.121604
Q6QHC5	0.033554	0.153225	0.099914	0.157318	0.415734	0.153119	0.111738	0.153599	0.421330	0.130715	0.172006	0.406677	0.195362	0.448099	0.395065
Q6QHF9	0.032859	0.186368	0.536834	0.207993	0.370148	0.199286	0.556573	0.214917	0.367077	0.515742	0.255970	0.376759	0.619800	0.771974	0.418948
Q6QHK4	0.080056	0.409270	0.437974	0.434084	0.781373	0.397836	0.436761	0.427648	0.796478	0.414761	0.593711	0.932530	0.513442	0.827920	0.921408
Q6QNK2	0.277089	0.195713	0.244703	0.214511	0.511583	0.435575	0.498486	0.480672	0.526143	0.238395	0.238925	0.480120	0.278166	0.498083	0.502663
Q6QNY1	0.006914	0.071557	0.117764	0.049531	0.077943	0.064138	0.126568	0.042284	0.077943	0.174129	0.050435	0.103472	0.162107	0.114330	0.086028
Q6R327	0.005740	0.020779	0.016710	0.045053	0.094529	0.020787	0.016485	0.043286	0.094657	0.009771	0.040907	0.088424	0.039102	0.090188	0.110182
Q6RFH5	0.024386	0.086511	0.102538	0.112596	0.325982	0.084094	0.094222	0.107035	0.320802	0.096023	0.109948	0.317464	0.126319	0.310581	0.331327
Q6RI45	0.004938	0.047469	0.031645	0.053068	0.208913	0.045574	0.030552	0.051992	0.209409	0.037950	0.064979	0.220019	0.051964	0.202771	0.219382
Q6S5L8	0.025530	0.108255	0.152298	0.223236	0.290315	0.104839	0.148560	0.221178	0.282744	0.141662	0.243197	0.316830	0.292322	0.336153	0.400458
Q6S9Z5	0.088977	0.321961	0.295357	0.375018	0.939715	0.305916	0.287349	0.377667	0.954599	0.207136	0.390691	1.053744	0.326965	1.014244	0.932334
Q6SA08	0.062891	0.117694	0.139223	0.156222	0.396589	0.103920	0.124552	0.151596	0.377939	0.057883	0.118181	0.348687	0.124197	0.362249	0.381142
Q6SJ96	0.025972	0.170085	0.141053	0.377209	0.296676	0.273320	0.151261	0.403410	0.319744	0.173296	0.413370	0.334270	0.394556	0.320014	0.461925
Q6SPF0	0.160274	0.042827	0.025518	0.064925	0.292258	0.193934	0.179073	0.202869	0.374143	0.025705	0.075773	0.302345	0.066652	0.306603	0.296227
Q6STE5	0.000010	0.002073	0.002073	0.002076	0.045542	0.002073	0.002073	0.002076	0.045542	0.000010	0.004153	0.047729	0.004153	0.047729	0.047799
Q6SZW1	0.008544	0.065825	0.040604	0.065503	0.152508	0.067289	0.043534	0.071427	0.154299	0.075160	0.086610	0.162479	0.067074	0.149575	0.160128
Q6T310	0.008305	0.124957	0.067704	0.114539	0.180674	0.129957	0.076451	0.123793	0.185944	0.127961	0.142575	0.224998	0.121909	0.168470	0.217155
Q6T311	0.111025	0.176507	0.170134	0.268590	0.388460	0.190927	0.369729	0.344511	0.770765	0.153327	0.302601	0.414869	0.353979	0.787345	0.442104
Q6T4R5	0.024781	0.097046	0.081975	0.112402	0.207886	0.097951	0.088324	0.115647	0.218779	0.067181	0.128543	0.220287	0.119754	0.210364	0.240515
Q6TCH7	0.003361	0.010115	0.006737	0.023707	0.065775	0.006718	0.003356	0.020244	0.062074	0.003350	0.020210	0.061969	0.016826	0.058474	0.062014
Q6TDU7	0.045274	0.228236	0.214674	0.417760	0.736660	0.229106	0.220771	0.407645	0.718486	0.203508	0.485222	0.727329	0.460793	0.712438	0.799190
Q6TFL3	0.026100	0.095568	0.073564	0.133550	0.250207	0.084639	0.067099	0.119324	0.243579	0.071766	0.142673	0.257622	0.114978	0.238448	0.276763
Q6TFL4	0.000010	0.003363	0.001680	0.006726	0.028806	0.003363	0.001680	0.006726	0.028806	0.001681	0.010112	0.032267	0.008420	0.030546	0.035668
Q6U736	0.008750	0.044423	0.035440	0.050912	0.165688	0.041301	0.032453	0.047940	0.161836	0.035546	0.062965	0.166927	0.101909	0.173325	0.189814
Q6U841	0.001806	0.021149	0.006328	0.023699	0.043638	0.022052	0.006324	0.023686	0.043612	0.021134	0.038928	0.037700	0.023696	0.046438	0.059203
Q6UB28	0.017591	0.047440	0.050878	0.091255	0.241199	0.059836	0.057416	0.095079	0.241129	0.060407	0.109098	0.249842	0.102535	0.235705	0.287485
Q6UB35	0.023751	0.108738	0.091480	0.123999	0.172232	0.107510	0.093620	0.124192	0.176273	0.105036	0.147796	0.193395	0.145939	0.188233	0.199251
Q6UB98	0.015992	0.118655	0.094069	0.188241	0.226641	0.116269	0.088192	0.187019	0.225818	0.102224	0.209368	0.250720	0.184394	0.225411	0.303769
