A0A087WTH1_human A0A2I3MPH4_baboon A0A3Q1MFP3_cow A0A5F8HGV3_opossum A0A8I3NQU2_dog E9Q8G3_mouse
A0A096P6H3_baboon A0A8I3Q1Y0_dog D3Z291_mouse F7F4B0_opossum G3X6M4_cow Q8IU99_human
A0A096NX52_baboon A0A8I3NZM8_dog F1MCK1_cow F6RT53_opossum Q4KUS1_mouse Q8IUA0_human
A0A096NX44_baboon A0A8I3NN10_dog F1MPI5_cow K7E3N7_opossum Q14AE4_mouse Q8IUB2_human
A0A5F8H886_opossum A0A8I3PD89_dog A0A8I5NJA6_baboon F1MTA9_cow O08633_mouse Q8IUC2_human
A0A2I3M872_baboon A0A5F8GT15_opossum A0A8I3P8Y9_dog G3MXV2_cow Q8IUC3_human Q9D3I6_mouse
A0A0A0MU38_baboon A0A8I3MC41_dog A4FUC9_cow F6Z6B8_opossum Q8BWR8_mouse Q8IUC4_human
A0A0A0MVI3_baboon A0A8I3P245_dog F6YR15_opossum Q4JF29_cow Q80UF7_mouse Q8IUC6_human
A0A2I3MJ01_baboon A0A3Q1LTK7_cow A0A8I3Q2L0_dog F7GK59_opossum Q8IUD2_human Q99MI1_mouse
A0A096MWB2_baboon A0A5F8HDP9_opossum A0A8I3RWV3_dog F2Z4I6_cow Q64522_mouse Q8IUE6_human
A0A096NRE6_baboon A0A8I3P0S9_dog F6QEW4_opossum Q5EA24_cow Q8CD15_mouse Q8IUF8_human
A0A096MQD5_baboon A0A8I3PVE2_dog E1BA80_cow E9PV66_mouse F6VEX0_opossum Q8IUG5_human
A0A096NFM1_baboon A0A5F8H8C4_opossum A0A8I3RX49_dog F1MY75_cow Q8BGC9_mouse Q8IUH2_human
A0A2I3M298_baboon A0A8I3PES1_dog F6X9L0_opossum Q3MHF0_cow Q8BHN5_mouse Q8IUH3_human
A0A3Q1LVW6_cow A0A8I3P1B7_dog A0A8I5MXU3_baboon F7BQD7_opossum Q8IUH4_human Q9CWU2_mouse
A0A3Q1LMY2_cow A0A8I3PTX5_dog A0A8I5P2I8_baboon A2A6C4_mouse F7BC55_opossum Q8IUH8_human
A0A096P3Q6_baboon A0A8I3NFH7_dog E1BCF2_cow F6ZIV3_opossum Q8IUI8_human Q9Z2L7_mouse
A0A096P597_baboon A0A5F8H1S0_opossum A0A8I3NHD8_dog A6H734_cow Q8IUK5_human Q91ZV7_mouse
A0A0A0MUB9_baboon A0A5F8HKX2_opossum A0A8I3NHG7_dog D3Z7H8_mouse E1BKL4_cow Q8IUL8_human
A0A2I3MYJ5_baboon A0A8I3NR20_dog E1BC87_cow F7FTW9_opossum Q8BGD7_mouse Q8IUM7_human
A0A096N535_baboon A0A8I3Q670_dog E1BE20_cow F7CDW7_opossum Q8IUQ0_human Q9D4C9_mouse
A0A096NI55_baboon A0A8I3MTY8_dog F1N5G3_cow F7DC68_opossum P61092_mouse Q8IUQ4_human
A0A8I3PUR4_dog A0A8I5P0S8_baboon F1MSD6_cow F7FYK3_opossum Q8IUR0_human Q9CQA1_mouse
A0A2I3N7H8_baboon A0A8I3S544_dog F1N5E9_cow F6UAD1_opossum Q3UV71_mouse Q8IUR5_human
A0A096N8B2_baboon A0A8I3MFH4_dog E1BPS0_cow F6T0B9_opossum Q8CDG5_mouse Q8IUR6_human
A0A096NGD7_baboon A0A8I3PUM8_dog F7G243_opossum Q2KI54_cow Q8IUR7_human Q9DBR3_mouse
A0A096N6Q8_baboon A0A3Q1LVK8_cow A0A5F8H6A3_opossum A0A8I3P2R1_dog Q6IE26_mouse Q8IUS5_human
A0A096MQ76_baboon A0A8I3MLU7_dog F7CS02_opossum Q0IIA6_cow Q8BNN1_mouse Q8IUW3_human
A0A096NZM7_baboon A0A5F8GBL6_opossum A0A8I3MWZ0_dog Q08DP3_cow Q8IUW5_human Q8K2J7_mouse
A0A096N4B8_baboon A0A5F8H2K3_opossum A0A8I3N9R7_dog E1BCS4_cow Q8IUX1_human Q9D1R1_mouse
A0A096N2Q3_baboon A0A8I3NCZ1_dog F1N1C7_cow F7G8P6_opossum Q640N1_mouse Q8IUX7_human
A0A096N9S9_baboon A0A8I3Q4F1_dog F1MW41_cow F6WWJ4_opossum Q8IUX8_human Q9JJZ5_mouse
A0A096NMM1_baboon A0A8I3PM52_dog F6W1V1_opossum G3N116_cow Q3V3G7_mouse Q8IUY3_human
A0A2I3NGI1_baboon A0A8I3PPU6_dog A6QQZ2_cow F7BPM8_opossum Q8IUZ0_human Q91YK0_mouse
A0A096N5Y7_baboon A0A8I3NA17_dog E1BEH9_cow F7A959_opossum Q8IV01_human Q920N7_mouse
A0A096P1J1_baboon A0A8I3N6V1_dog A6QLB6_cow F7FUY5_opossum Q8IV03_human Q8K2P1_mouse
A0A0A0MUV5_baboon A0A8I3MMY6_dog F7FNI6_opossum O35405_mouse Q2KJJ8_cow Q8IV08_human
A0A096NF68_baboon A0A3Q1MPP4_cow A0A8I3NJB5_dog K7E1F9_opossum Q8IV16_human Q9D1N2_mouse
A0A8I3NDD4_dog A0A8I5N9U7_baboon E1BM13_cow F7GGA6_opossum Q8BZT9_mouse Q8IV20_human
A0A096MYR1_baboon A0A8I3P3V5_dog E1BJT8_cow E9PX92_mouse F7C004_opossum Q8IV31_human
A0A2I3N573_baboon A0A5F8GCN8_opossum A0A8I3NW14_dog F1MS51_cow Q3UPC7_mouse Q8IV33_human
A0A096N0W9_baboon A0A0N4SUK7_mouse A0A3Q1M7G7_cow A0A8I3P967_dog F7C2A5_opossum Q8IV35_human
A0A8I3NZC9_dog A0A8I5NVF8_baboon F6SI04_opossum Q08E22_cow Q8IV36_human Q8R1F6_mouse
A0A8I3N0E4_dog A0A8I5N5T9_baboon F7BB14_opossum Q0VCS9_cow Q3TPE9_mouse Q8IV38_human
A0A096NU31_baboon A0A8I3PVN7_dog F1MQB7_cow F6ZII0_opossum Q8BP74_mouse Q8IV42_human
A0A096NI10_baboon A0A8I3NPU8_dog E1BGH1_cow F7EXB5_opossum Q6R653_mouse Q8IV45_human
A0A096MZD1_baboon A0A5F8HC71_opossum A0A8I3NR15_dog Q32LA2_cow Q7TMF2_mouse Q8IV48_human
A0A096NM38_baboon A0A8I3S5R2_dog F6RHC2_opossum Q1JQA8_cow Q8IV50_human Q9D7V2_mouse
A0A0A0MX19_baboon A0A8I3NF67_dog E1BFU9_cow F6QC13_opossum Q8CFK6_mouse Q8IV53_human
A0A096MNH4_baboon A0A5F8H6K9_opossum A0A8I3NWA0_dog G3MXB8_cow Q8IV56_human Q9D1T5_mouse
A0A096NYN6_baboon A0A8I3NJG4_dog F6SLT9_opossum Q0VD52_cow Q6NZH9_mouse Q8IV61_human
A0A0A0MXD2_baboon A0A5F8G694_opossum A0A8I3PAA9_dog Q2YDN8_cow Q8IV63_human Q8K3G5_mouse
A0A096NYE5_baboon A0A8I3N510_dog F1MM42_cow F7FCU2_opossum Q3UW12_mouse Q8IV77_human
A0A0A0MXA4_baboon A0A3Q1MHH8_cow A0A5F8GYV7_opossum A0A8I3PYB5_dog P12660_mouse Q8IVA1_human
A0A096MXB2_baboon A0A8I3Q137_dog F1N798_cow F6TJF4_opossum Q8BZ00_mouse Q8IVB4_human
A0A096N4J7_baboon A0A8I3NXV4_dog F7D6V2_opossum Q24K01_cow Q8IVD9_human Q8R1N4_mouse
A0A096MQZ2_baboon A0A8I3PKY1_dog F1MH50_cow F6Y5I6_opossum Q8C115_mouse Q8IVE3_human
A0A096MWJ2_baboon A0A3Q1LXW7_cow A0A8I3MAM9_dog F6SEM8_opossum Q6ZPF3_mouse Q8IVF5_human
A0A096MPN9_baboon A0A8I3NMJ3_dog A6QQI8_cow F6Y622_opossum Q8C7H1_mouse Q8IVH4_human
A0A2I3M2U3_baboon A0A5F8GT03_opossum A0A8I3PP22_dog E1BJH5_cow Q8IVH8_human Q99JP0_mouse
A0A096NZ99_baboon A0A3Q1NCS8_cow A0A8I3S488_dog F7BK92_opossum Q6WKZ7_mouse Q8IVI9_human
A0A096MSR4_baboon A0A8I3PXW9_dog E1BAX4_cow F6SNK3_opossum Q8BJA2_mouse Q8IVJ1_human
A0A2I3M9A5_baboon A0A8I3N5Q3_dog E1BP55_cow F7FJ89_opossum Q80TN7_mouse Q8IVL0_human
A0A2I3NE65_baboon A0A3Q1LR24_cow A0A8I3P705_dog E9Q842_mouse F6ZVI0_opossum Q8IVL1_human
A0A5F8GNU9_opossum A0A8I3PG73_dog A0A8I5NUE4_baboon A6QLY3_cow Q8CG71_mouse Q8IVL5_human
A0A096MSK6_baboon A0A8I3PU70_dog E1BBC6_cow F7CXE1_opossum Q8CG70_mouse Q8IVL6_human
A0A8I3S4Y2_dog A0A8I5R1W1_baboon F1MZZ9_cow F7F356_opossum Q810U5_mouse Q8IVM0_human
A0A2I3ME27_baboon A0A5F8HK12_opossum A0A8I3Q639_dog Q32KU9_cow Q8IVN3_human Q99JI1_mouse
A0A5F8GA28_opossum A0A8I3PUQ0_dog A0A8I5R5N9_baboon Q32L50_cow Q3UPR9_mouse Q8IVN8_human
A0A096NC13_baboon A0A5F8H9F6_opossum A0A8I3S6M5_dog F1N5S9_cow Q8IVP5_human Q9DB70_mouse
A0A8I3N8U2_dog A0A8I5NRC6_baboon A2VDT6_cow F7CG33_opossum Q8IVQ6_human Q9D270_mouse
A0A8I3NTU8_dog A0A8I5N8C3_baboon E1BPG0_cow F6PGK1_opossum Q8IVS2_human Q8R3F5_mouse
A0A096MYQ5_baboon A0A5F8G2H8_opossum A0A8I3Q4N5_dog Q2KJF7_cow Q8IVS8_human Q8QZY2_mouse
A0A096P373_baboon A0A3Q1LQP3_cow A0A5F8HL64_opossum A0A8I3P2I8_dog Q61097_mouse Q8IVT5_human
A0A096NMD6_baboon A0A8I3Q6J4_dog E1BM85_cow F6VPD3_opossum Q8BQC3_mouse Q8IVU1_human
A0A096MQN1_baboon A0A8I3NXY0_dog F1N7C1_cow F2Z461_mouse F6QU60_opossum Q8IVU3_human
A0A096P558_baboon A0A3Q1MTY4_cow A0A8I3RSN8_dog F6V307_opossum Q8CDT7_mouse Q8IVU9_human
A0A2I3LLT2_baboon A0A3Q1MXT0_cow A0A5F8HAU4_opossum A0A8I3MRH0_dog C8YR32_mouse Q8IVV2_human
A0A2I3LGM6_baboon A0A8I3PEB7_dog F1N0P9_cow F6UQG1_opossum Q8IVV7_human Q9CPY6_mouse
A0A2I3M2K5_baboon A0A5F8GHK5_opossum A0A8I3NMT9_dog E1BM19_cow Q8BLF2_mouse Q8IVW4_human
A0A096NMR0_baboon A0A8I3Q0J4_dog E1BI80_cow F7FNT3_opossum Q8IVW6_human Q9Z1N7_mouse
A0A5F8HK42_opossum A0A8I3P6J7_dog A0A8I5NBJ1_baboon A2VDY2_cow Q8IVY1_human Q9CQM1_mouse
A0A096P4A7_baboon A0A8I3S1V4_dog F1N6Z3_cow F6YCQ1_opossum Q8IW00_human T1NXB5_mouse
A0A096NYW7_baboon A0A3Q1MK03_cow A0A8I3N5N6_dog B2RWG3_mouse K7E4P4_opossum Q8IW03_human
A0A096MVC1_baboon A0A8I3S3P3_dog A0JNH9_cow F7FAL7_opossum Q8IW19_human Q9D842_mouse
A0A096NQG7_baboon A0A8I3PHA8_dog E1BBI2_cow F6W1S4_opossum Q8IW35_human Q9CZ62_mouse
A0A096P642_baboon A0A3Q1M4P2_cow A0A8I3MY38_dog F6WJE3_opossum Q8IW40_human Q9D9P2_mouse
A0A096MQH3_baboon A0A8I3PAZ9_dog F1MH23_cow F7CYS5_opossum O54992_mouse Q8IW41_human
A0A096NPN6_baboon E1BNQ4_cow E2QUI9_dog F6R5B7_opossum Q8IW45_human Q9CZ42_mouse
A0A096P1B2_baboon A0A5F8GZ01_opossum A0A8I3PNW3_dog F1MXY4_cow Q8IW50_human Q9D772_mouse
A0A096MW92_baboon A0A3Q1LZ45_cow A0A8I3P9D4_dog F7BG21_opossum Q810B8_mouse Q8IW52_human
A0A096NIM2_baboon A0A3Q1MFT6_cow A0A5F8H4D1_opossum A0A8I3N978_dog Q68FE7_mouse Q8IW70_human
A0A096NJJ6_baboon A0A8I3RSM5_dog F6SC37_opossum Q08DM0_cow Q7TMF5_mouse Q8IW75_human
A0A096MVP1_baboon A0A8I3S3C4_dog F1MCR2_cow F6SNP0_opossum Q3U821_mouse Q8IWA0_human
A0A2I3MKB1_baboon A0A5F8G366_opossum A0A8I3P2X0_dog F1MPL1_cow Q811U4_mouse Q8IWA4_human
A0A2I3LIU7_baboon A0A5F8G3R3_opossum A0A8I3P9T8_dog F1MJR8_cow Q7M6U3_mouse Q8IWB6_human
A0A096NYF9_baboon A0A8I3PB02_dog E9Q4P1_mouse F6XE34_opossum Q2KIY3_cow Q8IWB7_human
A0A096NTU9_baboon A0A8I3PPW6_dog F1MJA6_cow F7GJN6_opossum Q6ZPJ0_mouse Q8IWB9_human
A0A096NRI4_baboon A0A8I3QXB6_dog F1MV19_cow F7BUP6_opossum Q6PB51_mouse Q8IWD4_human
A0A8I3RPK0_dog A0A8I5NAF2_baboon F1MSZ7_cow F6ZYJ0_opossum Q8IWD5_human Q8R3N2_mouse
A0A096NXP6_baboon A0A3Q1NHI6_cow A0A8I3MPK4_dog F7ENF5_opossum Q8IWE2_human Q9D281_mouse
A0A096NH90_baboon A0A8I3N7C8_dog F6UEY0_opossum Q5E9V1_cow Q8IWE4_human Q8K0V2_mouse
A0A096NA74_baboon A0A8I3MVW1_dog F1MRW6_cow F7CS40_opossum Q80TQ5_mouse Q8IWE5_human
A0A096NJT6_baboon A0A8I3N4D8_dog E1BD49_cow F6RQ17_opossum Q3USW5_mouse Q8IWF2_human
A0A096NGP4_baboon A0A8I3PLX7_dog F1MBQ4_cow F6TF37_opossum Q8BH65_mouse Q8IWF6_human
A0A2I3LIQ8_baboon A0A8I3N5N7_dog F6X734_opossum Q2TA00_cow Q8IWF9_human Q9D4V3_mouse
A0A2I3LG43_baboon A0A8I3MNN5_dog B2RY71_mouse F1MJ69_cow F6RUB2_opossum Q8IWG1_human
A0A2I3MUK3_baboon A0A5F8GN46_opossum A0A8I3QAK3_dog A2AWL7_mouse E1BKB7_cow Q8IWI9_human
A0A096NCD4_baboon A0A8I3NBH2_dog E1BB16_cow F7EIW6_opossum Q8CHG3_mouse Q8IWJ2_human
A0A096NZJ3_baboon A0A8I3MZC6_dog F1MK80_cow F6WP14_opossum Q7TT36_mouse Q8IWK6_human
A0A8I3SCK5_dog A0A8I5NKZ4_baboon F1MLK9_cow F7BVB0_opossum Q8IWL3_human Q8K3A0_mouse
A0A5F8G4T8_opossum A0A8I3NPZ3_dog A0A8I5NCJ6_baboon F1MJ64_cow Q8CEI3_mouse Q8IWP9_human
A0A096NLQ5_baboon A0A8I3NXF5_dog A7Z062_cow E9PWW6_mouse F7GB33_opossum Q8IWR0_human
A0A096N730_baboon A0A8I3PUK2_dog F7FL45_opossum Q2KIJ4_cow Q8IWR1_human Q922Y2_mouse
A0A096N7G4_baboon A0A8I3PN78_dog F6U3T4_opossum Q08DR0_cow Q8IWS0_human Q9D4J7_mouse
A0A2I3MNX6_baboon A0A8I3RSU5_dog F7AIV7_opossum Q2YDE7_cow Q505B7_mouse Q8IWT0_human
A0A096NR14_baboon A0A8I3MQN7_dog F7C3M7_opossum Q08E08_cow Q7M729_mouse Q8IWT1_human
A0A096NIC0_baboon A0A8I3RW53_dog E1BM39_cow F7FP95_opossum Q80TT8_mouse Q8IWT3_human
A0A8I3PQW0_dog B0CM90_baboon F7F2H1_opossum Q08E42_cow Q80WG5_mouse Q8IWT6_human
A0A2I3MN56_baboon A0A3Q1LN09_cow A0A8I3RVA2_dog F6Z7P3_opossum Q3TYD6_mouse Q8IWU2_human
A0A8I5NWH5_baboon E1BIY5_cow F7C2B7_opossum Q32KH1_dog Q8CFG0_mouse Q8IWU5_human
A0A2I3NGF8_baboon A0A8I3PRP8_dog E1BGL6_cow F7DW81_opossum Q8IWU6_human Q8K007_mouse
A0A096N129_baboon A0A5F8H208_opossum A0A8I3PGT7_dog E1BGX6_cow Q8CGV2_mouse Q8IWU9_human
A0A096MU76_baboon A0A8I3PB78_dog F6XDS3_opossum Q58CT8_cow Q8BHB3_mouse Q8IWV1_human
A0A096N5H8_baboon A0A8I3P974_dog E1BIW0_cow F6YIN6_opossum O70481_mouse Q8IWV7_human
A0A096NI56_baboon A0A8I3MZJ1_dog E1BCW1_cow F7BKV5_opossum Q6WKZ8_mouse Q8IWV8_human
A0A2I3M7V9_baboon A0A3Q1M6Y9_cow A0A5F8GHF2_opossum A0A8I3NDX4_dog Q8C0D4_mouse Q8IWW6_human
A0A8I3P3D0_dog A0A8I5R0L7_baboon A6QP15_cow F7CLH4_opossum Q8IWW8_human Q8R0N6_mouse
A0A096NBQ7_baboon A0A8I3P2J8_dog F7FR73_opossum G3MXX9_cow Q810K3_mouse Q8IWX5_human
A0A096P3W3_baboon A0A5F8GKH1_opossum A0A8I3N3D2_dog F1MFZ5_cow Q8CGY6_mouse Q8IWX7_human
A0A5F8GM28_opossum A0A8I3Q2N5_dog A0A8I5MXE8_baboon A8E648_cow Q8CGZ0_mouse Q8IWX8_human
A0A2I3LT72_baboon A0A8I3NHT2_dog F1MJF1_cow F7CCK4_opossum Q6NZL8_mouse Q8IWY4_human
A0A096N5H9_baboon A0A8I3PKG2_dog F1N1F1_cow F6YHW6_opossum Q8CC12_mouse Q8IWY9_human
A0A096MSN3_baboon A0A8I3Q2I6_dog E1BCX4_cow F7BPR2_opossum Q8IWZ5_human Q9D2H5_mouse
A0A096N3B0_baboon A0A8I3PFN2_dog F1MB52_cow F7GJV3_opossum Q8IWZ6_human Q8K2G4_mouse
A0A2I3NCZ6_baboon A0A8I3S0X7_dog A4FV64_cow F6UEG6_opossum Q8CH02_mouse Q8IWZ8_human
A0A0A0MTW0_baboon A0A8I3P520_dog E1BE55_cow F7DSD1_opossum Q8CH09_mouse Q8IX01_human
A0A096MUE9_baboon A0A8I3MLK5_dog F1N3I6_cow F6ZMR3_opossum Q5SXA9_mouse Q8IX03_human
A0A096N0J0_baboon A0A5F8GVK3_opossum A0A8I3P1P9_dog A5PJF9_cow Q3U1V6_mouse Q8IX04_human
A0A096MN89_baboon A0A5F8HDM0_opossum A0A8I3Q1I1_dog A8WH74_cow Q8IX05_human Q9DCG2_mouse
A0A2I3LRR6_baboon A0A5F8GSR1_opossum A0A8I3MTP6_dog E1BJ81_cow Q8CH18_mouse Q8IX12_human
A0A096MSW0_baboon A0A8I3RSR5_dog F6PXY2_cow F7CZK5_opossum Q80W88_mouse Q8IX15_human
A0A096P4W7_baboon A0A8I3PPG9_dog F7A5E9_opossum Q08DS9_cow Q6PE54_mouse Q8IX18_human
A0A096P696_baboon A0A3Q1M420_cow A0A8I3P512_dog F7AMB3_opossum Q6P9P0_mouse Q8IX21_human
A0A096NCS1_baboon A0A3Q1MLY1_cow A0A5F8GNL1_opossum A0A8I3PRD4_dog Q8IX29_human Q9QZM9_mouse
A0A096NHM9_baboon A0A8I3SBJ8_dog E1BJX6_cow F6SEA3_opossum Q66PY1_mouse Q8IX30_human
A0A096N6C6_baboon A0A8I3P6T5_dog A8PUI7_cow K7DZ58_opossum Q8C263_mouse Q8IX90_human
A0A096MYK3_baboon A0A8I3S1P7_dog F1N151_cow F7E9S8_opossum Q8IXB1_human Q9DC23_mouse
A0A2I3MED7_baboon A0A8I3NQM7_dog A4IFD6_cow F6Y8J9_opossum Q8C838_mouse Q8IXB3_human
A0A096NSC7_baboon A0A3Q1MR90_cow A0A5F8HEA1_opossum A0A8I3NIT8_dog Q8IXF0_human Q9QZQ0_mouse
A0A096NUS2_baboon A0A8I3NP79_dog E1B8N8_cow F7DHX4_opossum Q8CFU8_mouse Q8IXH6_human
A0A096NNG2_baboon A0A8I3NUK3_dog F1MW69_cow F6ZD99_opossum Q8IXH7_human Q922L6_mouse
A0A096NNE4_baboon A0A8I3S1L2_dog F1MKX3_cow F6YML4_opossum P59862_mouse Q8IXH8_human
A0A2I3MN01_baboon A0A8I3NRK8_dog F7FMB3_opossum Q2HJF8_cow Q8BG51_mouse Q8IXI2_human
A0A2I3M1N3_baboon A0A3Q1NAR0_cow A0A8I3S4Y7_dog F6RWS2_opossum P59598_mouse Q8IXJ9_human
A0A096N3K3_baboon A0A8I3MYF1_dog E1BFG7_cow F6U443_opossum Q8IXK0_human Q9QWH1_mouse
A0A096P120_baboon A0A8I3N0A4_dog A6QLX6_cow F6T058_opossum Q8BGT9_mouse Q8IXK2_human
A0A8I3N8X3_dog A0A8I5P4D9_baboon F1MXQ3_cow F7FTS0_opossum Q5MJS3_mouse Q8IXL6_human
A0A2I3N9Y8_baboon A0A3Q1N329_cow A0A5F8G8H0_opossum A0A8I3NX49_dog Q8BU85_mouse Q8IXL7_human
A0A2I3MET2_baboon A0A5F8GY29_opossum A0A8I3P7K5_dog Q32LD1_cow Q8IXM2_human Q9DCT6_mouse
A0A8I3PES4_dog A0A8I5N2H7_baboon A5PJ71_cow F6SEJ1_opossum Q8IXM3_human Q9CQN7_mouse
A0A096NLV0_baboon A0A8I3N6N1_dog F7BR41_opossum Q32LM8_cow Q8IXM6_human Q8VC65_mouse
A0A8I3PE60_dog A0A8I5N9T1_baboon F6QA79_opossum Q2KIH8_cow Q810P2_mouse Q8IXM7_human
A0A096N1T0_baboon A0A8I3P1Y2_dog F1N0M1_cow F6XCL7_opossum Q6PFX8_mouse Q8IXN7_human
A0A096ND45_baboon A0A5F8G7X7_opossum A0A8I3MQD7_dog F1MF41_cow Q8IXP5_human Q9D8Q6_mouse
A0A2I3MV84_baboon A0A8I3NAA0_dog E1BEQ6_cow F6RHW2_opossum Q8IXQ3_human Q8VCE4_mouse
A0A3Q1LPK0_cow A0A8I3RVA6_dog A0A8I5NMN3_baboon F7FV77_opossum Q69ZC8_mouse Q8IXQ4_human
A0A2I3LCG3_baboon A0A8I3N740_dog F7GI05_opossum Q0VCQ5_cow Q8BUL5_mouse Q8IXQ5_human
A0A096NYJ3_baboon A0A8I3PFL1_dog F6R6Y8_cow F6UNV4_opossum Q8CAS9_mouse Q8IXQ6_human
A0A096NHA8_baboon A0A8I3RR13_dog F7FZG4_opossum Q32KW7_cow Q8IXQ8_human Q9D9M4_mouse
A0A8I3P6V3_dog A0A8I5NAS0_baboon E1BH46_cow F6VG35_opossum Q80ZM3_mouse Q8IXQ9_human
A0A096NGT4_baboon A0A8I3PJY9_dog G3MZY2_cow K7E2X3_opossum Q24JP3_mouse Q8IXR5_human
A0A096NKM6_baboon A0A8I3PBW7_dog F1N2N3_cow F6TF95_opossum Q8IXS0_human Q9D9W6_mouse
A0A096MQF6_baboon A0A5F8G5R8_opossum A0A8I3PVD3_dog Q2TA16_cow Q8IXS2_human Q8VHI7_mouse
A0A096NBZ2_baboon A0A8I3QW75_dog E1BN31_cow F7F3H6_opossum Q8C729_mouse Q8IXS8_human
A0A096N751_baboon A0A8I3NKW7_dog E1BCV2_cow F6V938_opossum Q6NZG4_mouse Q8IXT1_human
A0A0A0MU44_baboon A0A8I3MH06_dog F1MKG3_cow H9H6D2_opossum Q8CGW9_mouse Q8IXT2_human
A0A2I3LFR8_baboon A0A8I3P2H3_dog E1B7G5_cow F7DWK0_opossum Q80YR9_mouse Q8IXT5_human
A0A2I3LIT7_baboon A0A8I3MKW7_dog F7E7K4_opossum G5E562_cow Q7TML3_mouse Q8IXU6_human
A0A096N866_baboon A0A140T834_cow A0A8I3PTK3_dog F7BP44_opossum Q8IXV7_human Q9D2D9_mouse
A0A8I3Q279_dog A0A8I5N0K4_baboon G3MX93_cow H9H6H1_opossum Q0VET5_mouse Q8IXW0_human
A0A2I3M477_baboon A0A5F8G3W2_opossum A0A8I3P5K5_dog F6RRD7_cow Q8IXW5_human Q8VC34_mouse
A0A096NE70_baboon A0A8I3RY51_dog F6ZGV2_opossum Q5EA86_cow Q8IXX5_human Q9JJB9_mouse
A0A096MT57_baboon A0A8I3NW18_dog F1MXR8_cow F6SP47_opossum Q8CHP0_mouse Q8IXZ2_human
A0A2I3N4G1_baboon A0A8I3RU43_dog E1BMR6_cow F7FJC6_opossum Q8BMJ8_mouse Q8IXZ3_human
A0A2I3LRX7_baboon A0A5F8GAF8_opossum A0A8I3PYI6_dog E1BMJ5_cow Q3TRM4_mouse Q8IY17_human
A0A096P1Q6_baboon A0A3Q1MJL0_cow A0A5F8HHY5_opossum A0A8I3MBB8_dog Q8CG46_mouse Q8IY18_human
A0A096N2R1_baboon A0A8I3S3Y2_dog F1N6D6_cow F6VKG8_opossum Q8IY22_human Q9D486_mouse
A0A2I3MCM8_baboon A0A8I3NWB5_dog F6RDW6_opossum Q58CS6_cow Q61025_mouse Q8IY31_human
A0A3Q1LY46_cow A0A8I3NK24_dog A0A8I5NFW6_baboon F7CUR5_opossum Q3TN34_mouse Q8IY33_human
A0A096MQ00_baboon A0A5F8H4U2_opossum A0A8I3Q9W9_dog E1BNQ2_cow Q6NZL1_mouse Q8IY37_human
A0A2I3LC25_baboon A0A8I3P6N8_dog B8JKV0_mouse F1MMA4_cow F6VFJ3_opossum Q8IY45_human
A0A096P044_baboon A0A8I3S6H0_dog F6Q952_cow F7DEY8_opossum G3X9X1_mouse Q8IY47_human
A0A096NP57_baboon A0A3Q1MIC8_cow A0A5F8HAB2_opossum A0A8I3MQF8_dog Q1LZI2_mouse Q8IY50_human
A0A8I3PFB7_dog A0A8I5N5J2_baboon E1BEQ5_cow F6TGA6_opossum Q8IY63_human Q9D4H4_mouse
A0A096P6F9_baboon A0A8I3P5E1_dog F1MY97_cow F6UUX8_opossum Q8IY81_human Q9DBE9_mouse
A0A096NIV4_baboon A0A8I3MM11_dog F6URF0_opossum Q2T9M4_cow Q6V3W6_mouse Q8IY82_human
A0A096NP15_baboon A0A8I3MIY1_dog E1BN72_cow F7C0G7_opossum Q8BHI9_mouse Q8IY84_human
A0A096NLC6_baboon A0A8I3MF53_dog F1N7Q0_cow F7AT45_opossum Q6P1D7_mouse Q8IY92_human
A0A8I3MYZ7_dog A0A8I5N8V7_baboon E1BL89_cow F7CWE2_opossum Q8IY95_human Q9CXT7_mouse
A0A096N4I7_baboon A0A8I3NE63_dog A5PK21_cow F6X5H0_opossum Q7TS74_mouse Q8IYA6_human
A0A096P3V6_baboon A0A5F8G2Y6_opossum A0A8I3NGC6_dog E1BMD2_cow Q8BIA3_mouse Q8IYA7_human
A0A096NQF7_baboon A0A5F8GFR2_opossum A0A8I3PXY2_dog F1MGS3_cow Q6PDM4_mouse Q8IYA8_human
A0A096MS86_baboon A0A8I3S9A6_dog E1B9A3_cow F7ELX9_opossum Q8C525_mouse Q8IYB1_human
A0A096NC70_baboon A0A5F8GIA8_opossum A0A8I3NSB6_dog E1BP16_cow Q52KI8_mouse Q8IYB3_human
A0A2I3MD95_baboon A0A5F8GT00_opossum A0A8I3S377_dog F1MSB4_cow Q8C437_mouse Q8IYB4_human
A0A8I5NHF3_baboon A0FI88_dog F1MU99_cow F7G231_opossum Q8IYB5_human Q91VZ6_mouse
A0A2I3MNM8_baboon A0A5F8H3H6_opossum A0A8I3PMJ4_dog E1B7R0_cow Q8CI75_mouse Q8IYB7_human
A0A096P4Z8_baboon A0A8I3N558_dog A6QP28_cow H9H6E6_opossum Q80YD1_mouse Q8IYB8_human
A0A096NBE0_baboon A0A8I3PY04_dog E1BHV7_cow F6WJ91_opossum Q8IYD2_human Q91XA8_mouse
A0A2I3LN73_baboon A0A3Q1LX59_cow A0A8I3MM27_dog F6QC26_opossum Q8CB14_mouse Q8IYD9_human
A0A096NDT0_baboon A0A3Q1MCL2_cow A0A8I3S245_dog E9Q9F7_mouse F6QCZ1_opossum Q8IYE0_human
