cellular_component,biological_process,molecular_functions,mean
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'cytosol', 'plasma membrane', 'organelle']","['cytoplasmic translation', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'mRNA metabolic process', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'RNA binding']",0.010346933333333334
"['endoplasmic reticulum', 'organelle']",['protein maturation'],"['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.012659266666666665
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'intracellular protein transport', 'mitochondrion organization', 'protein catabolic process', 'protein modification process']","['RNA binding', 'catalytic activity', 'transferase activity', 'molecular function regulator activity', 'catalytic activity, acting on a protein', 'transcription regulator activity']",0.01343166666666667
"['extracellular region', 'extracellular space', 'nucleus', 'nucleolus', 'lysosome', 'vacuole', 'cytosol', 'ribosome', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['autophagy', 'protein catabolic process']","['RNA binding', 'catalytic activity', 'GTPase activity', 'hydrolase activity', 'translation regulator activity', 'molecular adaptor activity']",0.0021463999999999997
"['endoplasmic reticulum', 'cytosol', 'organelle']","['immune system process', 'muscle system process', 'circulatory system process', 'protein folding', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'nervous system process', 'protein maturation', 'transmembrane transport']","['catalytic activity', 'transporter activity', 'isomerase activity', 'molecular function regulator activity', 'catalytic activity, acting on a protein']",0.0305052
"['extracellular region', 'extracellular space', 'nucleus', 'lysosome', 'vacuole', 'cytosol', 'cytoskeleton', 'cilium', 'cytoplasmic vesicle', 'organelle']","['mitotic cell cycle', 'immune system process', 'cytoskeleton organization', 'defense response to other organism']","['RNA binding', 'catalytic activity', 'GTPase activity', 'structural molecule activity', 'hydrolase activity']",1e-05
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'cytosol', 'plasma membrane', 'organelle']","['DNA repair', 'protein folding', 'autophagy', 'chromosome segregation', 'programmed cell death', 'signaling', 'protein catabolic process', 'protein modification process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.011173933333333334
"['extracellular region', 'extracellular space', 'nucleus', 'nucleolus', 'cytosol', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['lipid metabolic process', 'autophagy', 'reproductive process']","['catalytic activity', 'transferase activity', 'hydrolase activity']",0.008859666666666665
"['nucleus', 'endoplasmic reticulum', 'Golgi apparatus', 'cytosol', 'organelle']","['autophagy', 'protein catabolic process', 'protein modification process', 'membrane organization']",None,0.43666560000000004
"['extracellular region', 'extracellular space', 'cytosol', 'cytoplasmic vesicle', 'organelle', 'extracellular region', 'extracellular space', 'cytosol', 'cytoplasmic vesicle', 'organelle']","['detoxification', 'detoxification']","['catalytic activity', 'antioxidant activity', 'oxidoreductase activity', 'molecular carrier activity', 'catalytic activity', 'antioxidant activity', 'oxidoreductase activity', 'molecular carrier activity']",0.23454766666666665
"['extracellular region', 'extracellular space', 'nucleus', 'nucleoplasm', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'circulatory system process', 'mitochondrion organization', 'cytoskeleton organization', 'cell adhesion', 'reproductive process', 'signaling', 'cell differentiation', 'cell junction organization', 'anatomical structure development', 'cell motility', 'defense response to other organism']","['virus receptor activity', 'cell adhesion mediator activity']",0.16254960000000002
None,None,None,0.16779253333333335
None,['signaling'],None,0.3655978
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']",['ribosome biogenesis'],['RNA binding'],0.25114093333333337
"['nucleus', 'nucleoplasm', 'cytoskeleton', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'chromosome segregation', 'protein catabolic process', 'protein modification process', 'protein-containing complex assembly']","['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein', 'transcription regulator activity']",0.19577446666666667
['cytosol'],"['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'microtubule-based movement', 'programmed cell death', 'signaling']",['molecular function regulator activity'],0.2785153333333333
"['lysosome', 'vacuole', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'inflammatory response', 'cell adhesion', 'programmed cell death', 'signaling', 'cell differentiation', 'protein catabolic process', 'extracellular matrix organization', 'anatomical structure development', 'cell motility', 'protein maturation', 'defense response to other organism']","['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.5701952
['cytosol'],"['amino acid metabolic process', 'anatomical structure development']","['catalytic activity', 'hydrolase activity']",0.07561573333333334
"['extracellular region', 'lysosome', 'vacuole', 'Golgi apparatus', 'plasma membrane', 'external encapsulating structure', 'extracellular matrix', 'organelle']","['signaling', 'cell motility']",None,0.181389
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.05692326666666667
['cytosol'],"['autophagy', 'cell differentiation', 'anatomical structure development']","['RNA binding', 'translation regulator activity']",0.008641466666666665
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['tRNA metabolic process', 'ribosome biogenesis']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.3273152
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['tRNA metabolic process', 'ribosome biogenesis']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.11694986666666667
"['nucleus', 'nucleoplasm', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.03609606666666667
"['endoplasmic reticulum', 'cytosol', 'cytoskeleton', 'plasma membrane', 'cytoplasmic vesicle', 'organelle']","['cell adhesion', 'establishment or maintenance of cell polarity', 'vesicle-mediated transport', 'signaling', 'cell differentiation', 'cell junction organization', 'protein modification process', 'anatomical structure development', 'nervous system process', 'transmembrane transport', 'membrane organization', 'protein-containing complex assembly']",None,0.015464933333333335
"['nucleus', 'nucleoplasm', 'vacuole', 'endoplasmic reticulum', 'cytosol', 'plasma membrane', 'organelle']","['lipid metabolic process', 'autophagy', 'vesicle-mediated transport', 'signaling', 'membrane organization']","['catalytic activity', 'transferase activity']",0.009993200000000002
['plasma membrane'],"['mitochondrion organization', 'cytoskeleton organization', 'cell adhesion', 'signaling', 'cell differentiation', 'cell junction organization', 'anatomical structure development', 'nervous system process']",['molecular transducer activity'],0.07726566666666666
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['immune system process', 'chromatin organization', 'programmed cell death', 'mRNA metabolic process', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'protein-containing complex assembly', 'defense response to other organism']","['RNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.07052966666666666
"['endoplasmic reticulum', 'plasma membrane', 'cilium', 'cytoplasmic vesicle', 'organelle']","['lipid metabolic process', 'signaling', 'nervous system process', 'transmembrane transport', 'membrane organization']","['catalytic activity', 'GTPase activity', 'transporter activity', 'lipid binding', 'hydrolase activity', 'ATP-dependent activity']",0.1476714
"['nucleus', 'nucleoplasm', 'chromosome', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'histone binding']",0.08235893333333334
"['nucleus', 'chromosome', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.17064846666666666
['plasma membrane'],"['cell adhesion', 'cell junction organization']",['structural molecule activity'],0.0514604
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'cytosol', 'cytoskeleton', 'cytoplasmic vesicle', 'organelle']","['protein folding', 'reproductive process', 'telomere organization', 'protein-containing complex assembly']","['catalytic activity', 'hydrolase activity', 'protein folding chaperone', 'ATP-dependent activity']",0.0241532
"['nucleus', 'nucleoplasm', 'endoplasmic reticulum', 'Golgi apparatus', 'organelle']","['carbohydrate metabolic process', 'transmembrane transport']",['transporter activity'],0.08829853333333333
"['Golgi apparatus', 'plasma membrane', 'organelle']","['carbohydrate metabolic process', 'protein modification process', 'transmembrane transport']",['transporter activity'],0.07804833333333332
"['nucleus', 'nucleoplasm', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'reproductive process', 'meiotic nuclear division']",['molecular function regulator activity'],0.1756856666666667
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'reproductive process', 'cell differentiation', 'anatomical structure development', 'nervous system process']","['DNA binding', 'lipid binding', 'transcription regulator activity']",0.07097466666666667
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.3202428666666667
